Receta;Categoria;Ingredientes;;;;;;;
Pan de Coco;Pan rápido;harina todo uso, polvo de hornear, bicarbonato de sodio, sal, azúcar, huevos, vainilla, suero de leche, coco, nueces;;;;;;;
Pan de Coco II;Pan rápido;harina, polvo de hornear, bicarbonato de sodio, sal, azúcar, huevos, suero de leche, coco, nueces;;;;;;;
Kichel de Azúcar;Postre;huevos, sal, harina;;;;;;;
Kichel de Huevo;Galletas Dulces;huevos, azúcar, harina, sal;;;;;;;
Kichel de Semilla de Amapola;Galletas Dulces;huevos, azúcar, harina, sal, semillas de amapola;;;;;;;
Pollo Kung Pao Chino;Segundo;boneless skinless chicken breast, cornstarch, white pepper, soy sauce, green pepper, onion, celery, water chestnuts, soy sauce, dry sherry, sugar, hoisin sauce, oyster sauce, roasted unsalted peanuts;;;;;;;
Caprese;Europeo;tomates, mozzarella cheese, basil, salt, pepper, olive oil, vinegar, red wine;;;;;;;
Alfredo de Champiñones;< 15 Minutos;milk, parmesan cheese, garlic, parsley, linguine, fettuccine;;;;;;;
Frittata de Plato Principal con Manzanas Picantes;Segundo;potato, onion, dried sage, chives, egg, apples, butter, water, ground ginger, mixed spice, fruit chutney;;;;;;;
Pollo y Arroz Griego;Pollo;chicken parts, butter, oregano, lemon juice, onion, tomatoes, long-grain white rice;;;;;;;
Pollo Teriyaki con Arroz de Piña y Anacardos;Pollo;brown sugar, vinegar, garlic powder, Worcestershire sauce, boneless chicken breast, cooked rice, crushed pineapple, cashew pieces;;;;;;;
Bo - Peeps;Postre;sugar, butter, cornflour, flour, egg, baking powder;;;;;;;
Pan de Molde Inglés;Entrada de Levadura;flour, sugar, baking soda, milk, water, salt, cornmeal;;;;;;;
Relish Indio de Cebolla;Asiático;onion, salt, lemon juice, paprika, cayenne pepper;;;;;;;
Postre de Guerra de la Segunda Guerra Mundial;Postre;brown sugar, water, raisins, margarine, cinnamon, clove, flour, salt, baking powder, baking soda, walnuts;;;;;;;
Rollitos de Col Rellenos a la Perezosa;Arroz Blanco;hamburger, head of cabbage, Minute Rice, mushroom, mozzarella cheese;;;;;;;
Cazuela de Manzana y Queso;Queso;butter, granulated sugar, Velveeta cheese, sharp cheddar cheese, all-purpose flour, apples;;;;;;;
Ensalada de Siete Capas;Vegetal;head lettuce, frozen English peas, green onions, hard-boiled eggs, bacon, mayonnaise, swiss cheese;;;;;;;
Brownies Rubios en Tarro;Postre;coconut, pecans, brown sugar, all-purpose flour, baking powder, salt;;;;;;;
Brownies de Chocolate en Tarro;Postre;white sugar, pecans, all-purpose flour, baking powder, salt, butter, margarine, eggs;;;;;;;
Rellenos de Rollos de Canela;Postre;sugar, cinnamon, raisins, walnuts, sugar, craisins, brown sugar;;;;;;;
Pan de Maíz Frito II;Entrada;egg, buttermilk;;;;;;;
Pollo al Horno con Salsa BBQ;Pollo;piezas de pollo, margarina, azúcar moreno, jugo de limón, cebolla, vinagre, salsa de tomate, kétchup, salsa Worcestershire, mostaza preparada, agua;;;;;;;
Postre Cremoso de Pavo;Segundo;pavo, salchicha, cebolla, pimienta, sal, queso crema, champiñones, huevo, requesón, harina, tomates;;;;;;;
Pollo al Estilo Caribeño;Pollo;jugo de lima fresco, salsa de soya, jengibre fresco, dientes de ajo, tomillo seco, pimienta negra, pimienta de Jamaica, sal, filetes de pollo;;;;;;;
Calabaza al Horno con Jarabe de Arce Picante;Vegetal;calabaza bellota, mantequilla sin sal, jarabe de arce puro, canela, nuez moscada;;;;;;;
Postre de Camote II;Postre;azúcar, huevos, camotes, esencia de vainilla, mantequilla, leche evaporada;;;;;;;
Foo Yung de Ramen;< 15 Minutos;huevos, mantequilla, margarina;;;;;;;
Tostadas de Pimiento Rojo;Baja en Proteína;pimientos rojos, aceite de oliva, azúcar moreno, vino blanco seco, albahaca, lima;;;;;;;
Crujiente de Ruibarbo;Postre;harina, avena en hojuelas, azúcar moreno, margarina, canela, ruibarbo, azúcar, maicena, agua, vainilla;;;;;;;
Pan de Naranja;Pan Rápido;naranjas, agua fría, azúcar, huevo, leche, sal, polvo de hornear, harina, azúcar;;;;;;;
Clusters de Nuez con Mantequilla y Caramelo;Dulces;pudín de caramelo, azúcar, leche evaporada, mantequilla, trozos de nuez;;;;;;;
Cazuela de Arroz Frito;Arroz;arroz, salsa de soya, agua;;;;;;;
Masa para Pierogi;Ruso;harina común, huevos, sal, polvo de hornear, agua;;;;;;;
Rebanada de Tarta de Mantequilla;Postre;harina, margarina, azúcar moreno;;;;;;;
Tartaletas de Mantequilla;Postre;azúcar moreno, mantequilla, jarabe de maíz, sal, vinagre, huevos, vainilla;;;;;;;
Tartaletas de Mantequilla II;Postre;dátiles, pasas, pasas de Corinto, nueces, azúcar moreno, azúcar blanca, canela, pimienta de Jamaica, vainilla, nuez moscada, sal, mantequilla, huevos;;;;;;;
Dulce de Queso Velveeta;Dulces;queso Velveeta, margarina, azúcar glass, vainilla;;;;;;;
Conos Waffle Pizzelle;Postre;huevos, azúcar granulada, mantequilla, vainilla, harina, polvo de hornear;;;;;;;
Galletas de Limón y Macadamia Mrs. Field's;Galletas Drop;harina, bicarbonato de sodio, sal, azúcar moreno claro, azúcar, mantequilla, queso crema, huevo;;;;;;;
Hush Puppies;Saludable;harina, harina de maíz, polvo de hornear, sal, ajo en polvo, huevo, suero de leche, cebolla;;;;;;;
Pan de Cuchara Sureño;Entrada;harina de maíz amarilla, harina de maíz blanca, azúcar, polvo de hornear, sal, leche, mantequilla, margarina, huevos;;;;;;;
Pan de Cuchara de Virginia;Entrada;harina de maíz, sémola de maíz, agua, mantequilla, crema espesa, sal, huevos;;;;;;;
Pan de Cuchara de Texas;Entrada;leche, harina de maíz amarilla, mantequilla, margarina, azúcar, sal, polvo de hornear, huevos;;;;;;;
Aderezo Jade Tree para Ensaladas;Aderezos;vinagre de estragón, sal, ajo en polvo, azúcar, mostaza seca, pimienta, queso parmesano, semillas de sésamo;;;;;;;
Remolachas Harvard;Vegetal;remolachas, maicena, agua, azúcar, vinagre, mantequilla;;;;;;;
Remolachas Harvard (Remolachas Rojas Agridulces);Vegetal;azúcar, maicena, agua, mantequilla, sal, vinagre, remolachas;;;;;;;
Estofado de Carne Colorado;Carne;filete de res, falda de res, mantequilla, cebolla, ajo, champiñones frescos, harina, kétchup, sal, pimienta, caldo de res, vino blanco, eneldo fresco, eneldo seco, crema agria;;;;;;;
Corn Dogs de la Feria Estatal de Minnesota;Segundo;harina de maíz amarilla, sal, miel, agua hirviendo, huevo, leche, mantequilla, harina común, polvo de hornear doble acción;;;;;;;
Sopa de Cebolla Francesa de Famous Barr;Sopa;cebollas, mantequilla, pimienta negra, pimentón, hoja de laurel, caldo de res, vino blanco seco, harina, harina instantánea, Kitchen Bouquet, sal, baguette francesa, queso suizo, queso gruyère;;;;;;;
Ensalada de Cinco Frijoles;Ensalada;frijoles verdes, frijoles limas, frijoles rojos, garbanzos, cebolla, pimiento verde, vinagre, azúcar, sal, pimienta, mostaza seca, semillas de apio;;;;;;;
Alitas de Pollo Crujientes;Pollo;alas de pollo, huevo, salsa de soja, azúcar, polvo de cinco especias, agua, harina, maicena, bicarbonato de sodio;;;;;;;
Nueces Saborizadas;Almuerzo/Aperitivos;nueces, sal kosher, aceite de oliva, ajo, piñones, aceite de oliva, ajo, azafrán, pistachos asados, aceite de oliva español, hilos de azafrán, sal;;;;;;;
Glaseado Blanco Esponjoso;Postre;azúcar granulada, agua, jugo de limón, jarabe de maíz ligero, crémor tártaro;;;;;;;
Mermelada de Albaricoque para Congelar;Fruta;albaricoques, jugo de limón, cáscara de limón, azúcar granulada;;;;;;;
Rahmschnitzel Tradicional;Sin gluten;mantequilla, cebollas, ajo, vino tinto seco, crema agria, nata espesa, caldo claro, champiñones frescos;;;;;;;
Salchicha Italiana de Augie Oliver;Plato Principal;sal, semillas de hinojo;;;;;;;
Pechugas de Pollo al Ajo Fácil;Pollo;jugo de lima, aceite de oliva, ajo, pechugas de pollo sin hueso ni piel;;;;;;;
Cuadrados de Fruta con Queso Crema Fáciles;Galleta Bar;azúcar, mantequilla, migas de galleta graham, queso crema, huevos, vainilla;;;;;;;
Galletas de Limón en Refrigerador Fáciles;Postre;cáscara de limón, azúcar granulada, mantequilla, harina para Postre, bicarbonato de sodio, sal;;;;;;;
Sorbete Fácil y Congelado;Postre Congelado;arándanos frescos, frambuesas frescas, agua;;;;;;;
Sopa de Huevos;Sopa Clara;caldo de pollo, sal, pimienta blanca, cebollín, huevos;;;;;;;
Rollos de Huevo;Plato Principal;pollo, zanahoria, repollo, apio, brotes de soja, castaña de agua, salsa de soja, vinagre, ketchup, azúcar, salsa de soja, vino tinto, pimiento verde, cebolla;;;;;;;
Empanada;Postrees Salados;mantequilla, carne magra de res, espinacas congeladas, pimienta sazonada de Lawry's, crema agria, huevo, queso parmesano;;;;;;;
Empanadas de Horno;Español;harina para todo uso, polvo de hornear, sal, huevo, leche, manteca, pimentón, cebollas, chile en polvo, comino, orégano, carne de res, huevos duros, aceitunas negras, pasas;;;;;;;
Ratatouille de Fin de Verano;Sin gluten;aceite de oliva, berenjena, calabacín, pimiento rojo, pimiento amarillo, pimiento verde, tomates, perejil italiano, cebolla roja, ajo, sal kosher, pimienta negra molida, aceite de oliva, hoja de albahaca fresca, queso parmesano;;;;;;;
Escalope de Salmón con Chanterelles;Sin gluten;salmón, chantarelas enlatadas, Noilly Prat, habas, guisantes, mantequilla, chalotas, jugo de limón, sal marina;;;;;;;
Pan de Ezequiel;Entrada con levadura;harina de trigo, lentejas, agua, sal, aceite de oliva, agua tibia, miel;;;;;;;
Filete Mignon;Carne;champiñones frescos, cebolla, mantequilla, vermut dulce, vino de jerez, ajo, salsa Worcestershire;;;;;;;
Filete Mignon con Zapatos de Patata Dulce;Carne;mantequilla, champiñones frescos, vino tinto, tomillo seco, sal, pimienta negra;;;;;;;
Skillet de Brunch Campestre;Desayuno;tocino, papas ralladas, pimiento verde, cebolla, sal, pimienta, huevos, queso cheddar;;;;;;;
Sopa de Calabacín Estilo Campestre;Vegetal;aceite de oliva, ajo, papas, cebolla, apio, perejil fresco, orégano, tomates, calabacín, sal, queso parmesano;;;;;;;
Salsa de Espinaca al Curry;Vegetal;aceite de oliva, cebolla, ajo, jengibre fresco, semillas de comino, cardamomo, pimienta blanca, pimienta negra, tomates, espinaca fresca, agua, cayena, sal, pimienta negra fresca;;;;;;;
Muffins de Arándano 100% Trigo Integral;Entrada Rápidos;harina de trigo integral, bicarbonato de sodio, suero de leche, miel, arándanos;;;;;;;
Pizza Vegetal de Plato Hondo;Vegetal;azúcar granulada, agua, levadura seca activa, harina, harina de trigo integral, sal, cebollas, salsa de tomate, tomates, ajo, cebollas, champiñones, brócoli, queso mozzarella;;;;;;;
Coliflor Diablo;Coliflor;florete de coliflor, mantequilla sin sal, harina para todo uso, leche descremada, hoja de laurel, nuez moscada, mostaza Dijon, salsa Worcestershire;;;;;;;
Pan de Eneldo;Entrada con levadura;harina, sal, agua, bicarbonato de sodio, azúcar, queso cottage, eneldo fresco, huevo, cebolla, mantequilla;;;;;;;
Pan de Eneldo y Suero de Leche;Entrada Rápidos;harina para todo uso, polvo de hornear, bicarbonato de sodio, azúcar, eneldo fresco, eneldo seco, bicarbonato de sodio, sal, pimienta, suero de leche;;;;;;;
Ensalada de Repollo Doble;Vegetal;repollo rojo crudo, repollo verde crudo, hojas de espinaca cruda, zanahoria cruda, semillas de amapola, semillas de apio, mostaza preparada, pimienta;;;;;;;
Baba Ganouj (Baba Ghanoush);Vegetal;berenjenas, jugo de limón, tahini, dientes de ajo, sal, perejil, pimienta negra, cebollín, aceite de oliva;;;;;;;
Moorkoppen Holandés;Postre;agua, sal, mantequilla, harina, huevos, nata espesa, azúcar, azúcar glas, agua;;;;;;;
Dumplings de Manzana Fáciles;Postre;manzanas, azúcar, agua, mantequilla, margarina, vainilla, canela;;;;;;;
Barras de Macadamia;Postre;harina para todo uso, azúcar, mantequilla, agua, extracto de vainilla, crema espesa, ron oscuro, sal;;;;;;;
Postre 7-Up;Postre;pudín instantáneo de piña, huevos, margarina, azúcar, piña triturada, harina, coco angel flake, huevos;;;;;;;
Barras de Macadamia y Coco;Postre;mantequilla, azúcar moreno claro, huevos, sal, harina, harina, polvo de hornear, extracto de vainilla, coco;;;;;;;
Scones Super;Scones;harina, azúcar, polvo de hornear, bicarbonato de sodio, sal, mantequilla, grosellas, pasas, huevo, leche, suero de leche;;;;;;;
Galletas de Jengibre;Entrada;harina, azúcar en polvo, margarina, jengibre, bicarbonato de sodio, jarabe dorado, huevo;;;;;;;
Postre Mississippi Mud II;Postre;crema de malvavisco, azúcar glas, mantequilla, margarina, leche;;;;;;;
Postre Mississippi Mud;Postre;mantequilla, azúcar, huevos, harina, sal, vainilla, malvaviscos;;;;;;;
Pechugas de Pollo en Phyllo;Segundo;mantequilla, cebolla, perejil, diente de ajo, harina para todo uso, vermut seco, vino blanco seco, aceite de oliva, pechugas de pollo deshuesadas y sin piel, masa phyllo, mantequilla, queso feta;;;;;;;
Satay de Pollo y Carne de Res al Curry;Plato Principal;carne de res, pollo, curry en polvo, chile, dientes de ajo, cebollas, jugo de limón, miel, mantequilla de maní, leche de coco, crema de coco, jugo de limón, salsa de soya, salsa Worcestershire, salsa de chile, sal;;;;;;;
Filete de Salmón Baked Alaska con Salsa de Mostaza;Libre de...;filetes de salmón, limón, mantequilla, chalote, vino blanco seco, crema espesa, mostaza de piedra molida, cebollinos, perejil, sal, tomate miniatura, ramita de perejil;;;;;;;
Satay de Pollo con Salsa de Maní;Segundo;Segundo sin piel, mantequilla de maní, cilantro fresco, miel, salsa de soya, ajo, jengibre, semillas de sésamo;;;;;;;
Yummy and Comforting Chicken Tetrazzini;Pollo;espaguetis, cebollas, pimiento verde, mantequilla, pollo, queso colby, queso cheddar suave, leche, pimienta;;;;;;;
Marinada de Pollo con Ajo y Romero;Comida de Semana;mayonesa, ajo en polvo, Kitchen Bouquet, perejil fresco;;;;;;;
Mermelada de Manzana o Crabapple;Mermeladas;manzanas, agua, azúcar, clavo;;;;;;;
Pudín de Pan y Mantequilla con Manzana y Mermelada de Naranja;Postre;manzanas para cocinar, mermelada de naranja de corte grueso, pasas, sultanas, azúcar demerara, huevos, leche, canela;;;;;;;
Frappe de Café;Bebidas;café, azúcar;;;;;;;
Mezcla de Café Viena;Bebidas;café instantáneo, azúcar, canela;;;;;;;
Miel de Habanero;Muy Bajo en Carbohidratos;chile habanero, miel local buena;;;;;;;
Postre Brillante;Postre;Postre;;;;;;;
Albóndiga Griega Rellena;Cordero/Oveja;cordero, carne molida, huevos, leche, avena rápida, cebolla, dientes de ajo, perejil fresco, sal, comino, pimienta, espinaca fresca, espinaca congelada, huevo, queso feta, ketchup, canela, queso parmesano, salsa Tabasco;;;;;;;
Pollo al Romero y Ajo;Pollo Entero;pollos para asar, romero, dientes de ajo, cebollas rojas, cabezas de ajo, aceite de oliva, romero fresco;;;;;;;
Papas al Gusto Picante - Caseras;Desayuno;aceite de oliva, pimentón, chile en polvo, sal, pimienta negra, papas para hornear;;;;;;;
Postre de Manzana;Postre;azúcar, huevo, sal, mantequilla, harina, polvo de hornear, canela, nuez moscada, vainilla, manzanas para hornear, nueces, pasas doradas;;;;;;;
Cazuela de Manzana, Pollo y Champiñones;Muslo de Pollo;manzanas, muslos de pollo, cebolla, sal, tomillo seco, agua, yogur natural, champiñones botón marrones;;;;;;;
Salsa para Bañar de Albaricoque;Baja en Proteína;azúcar, sal, vino blanco seco, miel, salsa Worcestershire;;;;;;;
Muffins de Albaricoque;Entrada Rápidos;albaricoque fresco, jugo de limón, manteca, azúcar, huevo, harina para todo uso, polvo de hornear, sal, nuez moscada, leche, nueces, azúcar granulada;;;;;;;
Ensalada Fresca de Coliflor;Coliflor;cabeza de coliflor, cebolla roja, pimiento verde, cebollinos, cebollinos frescos, arroz basmati;;;;;;;
Café Frappe de Casa;Bebidas;leche 2% baja en grasa, azúcar;;;;;;;
Café Viena Casero;Bebidas;café instantáneo, azúcar, canela;;;;;;;
Brochetas de Camarones Marinadas con Toronja;Cítricos;camarones jumbo, pomelos, aceite de oliva, cilantro, cebollinos, vermut extra seco;;;;;;;
Pretzels SuPlato Principal y Saludables;Saludables;agua, levadura seca activa, azúcar, sal de mesa, harina de trigo todo uso, huevo, agua, sal gruesa;;;;;;;
Empanadillas Tailandesas con Salsa para Mojar;Tailandesa;ajo, jengibre, cebollines, calabacín, pimiento rojo, jugo de lima fresco, cilantro, envoltura de wonton, tamari, vinagre de arroz, cebollín;;;;;;;
Aku Poki;Segundo;aku crudo, ahi, sal marina hawaiana, chile rojo;;;;;;;
Pipi Kaula;Carne;salsa de soja, sal marina hawaiana, azúcar, ajo, jengibre, chile rojo;;;;;;;
Postre Dobash;Postre;huevos, azúcar, harina para Postrees, bicarbonato de sodio, sal, leche, agua, azúcar, sal, mantequilla, maicena, agua;;;;;;;
Lomi Salmon;Muy bajo en carbohidratos;salmón salado, tomates, cebollines, cebolla morada;;;;;;;
Plato Principal Kalua al Horno;Plato Principal;polvo de ajo, sal marina hawaiana, saborizante de humo líquido, agua;;;;;;;
Pao Doce (Pan dulce portugués);Entrada con levadura;papa, azúcar, levadura seca activa, leche, sal, mantequilla, huevos, azúcar, harina;;;;;;;
Postre de 7-Up;Postre;mantequilla, margarina, azúcar, huevos, harina para Postrees;;;;;;;
Postre 7-Up II;Postre;mezcla de pudín instantáneo de limón, huevos, piña triturada, mantequilla, margarina, azúcar granulada, huevos, harina, coco rallado;;;;;;;
Crumble de Manzana de Betty;Postre;manzanas para hornear, azúcar, canela, harina, mantequilla sin sal;;;;;;;
Remolachas en Vinagreta de Naranja;Bajo en proteína;remolachas, vinagre de manzana, vinagre de manzana, mostaza de Dijon, salsa de soja;;;;;;;
Ensalada de Remolacha, Naranja y Nueces;Fruta;remolacha, aceite de oliva, naranjas sin semillas, nueces, aceite de nuez, azúcar, lechuga romana, vinagre de vino tinto;;;;;;;
Plátanos al Horno con Crema Postreera;Postre;mantequilla, plátanos, pasas, leche, huevos, azúcar moreno, nuez moscada;;;;;;;
Pudín de Pan de Naranja;Postre;leche, azúcar, sal, mantequilla;;;;;;;
Curry de Pollo de Winnipeg;Segundo;mantequilla, cebollas, polvo de curry, pechugas de pollo, maicena, agua;;;;;;;
Chili Con Carne de Oakwood Feed Store;Tex Mex;tocino, carne de res magra, hamburguesa regular, ajo preparado en aceite, cebollas, chiles frescos de jalapeño, chiles secos ancho, pimientos de chile, pimentón húngaro, semillas de comino frescas, pimienta negra fresca, glutamato monosódico, condimento Accent, salsa Tabasco, salsa Worcestershire, tomate enlatado;;;;;;;
